episod,total_reward
1403,-19.2843798286
1404,-19.0575514836
1405,-21.1369160409
1406,-20.3050989422
1407,-20.1371394851
1408,-22.3369247762
1409,-19.8328396076
1410,-21.4638596479
1411,-22.2795102871
1412,-19.6783980112
1413,-18.8492233696
1414,-20.3895088422
1415,-20.0021738149
1416,-21.8017437975
1417,-21.2976042141
1418,-19.5004668898
1419,-19.3216460299
1420,-21.7427513652
1421,-21.2032064347
1422,-20.9474634349
1423,-19.0733040018
1424,-20.8128911761
1425,-21.7935039751
1426,-18.7126969322
1427,-19.3091305851
1428,-19.1415706342
1429,-21.9714684115
1430,-21.4622170774
1431,-18.319743294
1432,-18.7709130537
1433,-19.9664500086
1434,-21.9331505763
1435,-18.4061542573
1436,-18.4612127115
1437,-18.2022151356
1438,-20.8503675161
1439,-20.5439731262
1440,-20.9751495291
1441,-18.2655780136
1442,-19.3861763774
1443,-20.9435814673
1444,-21.2027550194
1445,-19.2803474885
1446,-19.3770778391
1447,-19.7686656548
1448,-20.7880702717
1449,-20.7094232023
1450,-20.0419620552
1451,-18.4868224909
1452,-19.2404600551
1453,-21.0807864687
1454,-19.2895721739
1455,-21.9642595467
1456,-18.7695935007
1457,-20.9607529468
1458,-20.7751132183
1459,-20.9486580975
1460,-18.7642837258
1461,-20.2594120205
1462,-21.2811352162
1463,-18.6761542412
1464,-21.5201478813
1465,-19.3550445198
1466,-18.7226626451
1467,-19.1641315048
1468,-18.7922961215
1469,-20.4174427193
1470,-18.3315388355
1471,-19.2509735567
1472,-19.7541227295
1473,-19.9372207284
1474,-19.1030422349
1475,-19.8397275561
1476,-22.5264045106
1477,-19.9197702797
1478,-19.3384443356
1479,-18.8485515731
1480,-20.6022845939
1481,-20.5517722399
1482,-18.6882111814
1483,-18.8548168457
1484,-21.1462277519
1485,-21.0155415306
1486,-18.500530349
1487,-19.4735913004
1488,-21.1045739858
1489,-18.9076423995
1490,-22.9601893653
1491,-22.5313337597
1492,-18.1515307441
1493,-19.623789908
1494,-19.4297856707
1495,-20.0078932819
1496,-19.1482289428
1497,-18.5909132666
1498,-18.0332595809
1499,-19.6516261565
1500,-21.3480645134
1501,-20.9643447088
1502,-18.6432956204
1503,-19.0905738454
1504,-19.7425647224
1505,-19.277095836
1506,-18.7527138117
1507,-20.703930736
1508,-21.7602060494
1509,-21.8099167427
1510,-21.5334596818
1511,-18.6886768589
1512,-18.9404588946
1513,-18.9356278686
1514,-22.2509744933
1515,-19.7459585284
1516,-18.4095928458
1517,-19.3697662175
1518,-20.9917500425
1519,-18.6813882841
1520,-19.1404756621
1521,-20.5937536152
1522,-21.0729100493
1523,-21.1502642361
1524,-19.4093159426
1525,-23.2632358707
1526,-21.7442885451
1527,-19.1818048988
1528,-20.0555724025
1529,-18.5217036221
1530,-20.0656331515
1531,-18.6645503446
1532,-22.4745880264
1533,-19.215119163
1534,-18.7521156155
1535,-20.8139377309
1536,-18.4711493667
1537,-18.66966872
1538,-20.5428108726
1539,-18.4912979732
1540,-21.4864494368
1541,-20.8186420357
1542,-21.249104962
1543,-19.7468140001
1544,-18.8376699196
1545,-22.550289355
1546,-21.1118812982
1547,-19.3073616579
1548,-19.4644808075
1549,-18.6857198357
1550,-19.0282798434
1551,-21.4089011462
1552,-19.7617824373
1553,-20.0487207761
1554,-20.3004708291
1555,-21.7909951258
1556,-19.0733767374
1557,-22.0963047278
1558,-18.6236622197
1559,-21.1171207177
1560,-20.501605601
1561,-19.2738180185
1562,-20.019821204
1563,-21.7157775714
1564,-21.0862203062
1565,-18.5680534962
1566,-20.6173447138
1567,-21.2457007165
1568,-19.2799611146
1569,-18.7954947482
1570,-21.9487283029
1571,-19.1396504841
1572,-18.4642031709
1573,-21.9151603472
1574,-21.2578130038
1575,-21.8163975615
1576,-21.6566710267
1577,-18.4820777175
1578,-18.7220215209
1579,-20.6013147401
1580,-22.2228774155
1581,-18.2934247179
1582,-21.5898686927
1583,-20.8895486801
1584,-18.7663419215
1585,-20.0301115941
1586,-21.3143963242
1587,-22.5995773975
1588,-19.2323938579
1589,-20.3837481435
1590,-21.5837635306
1591,-21.0983127915
1592,-21.5658152259
1593,-20.9045146276
1594,-21.9070388649
1595,-19.7135970673
1596,-18.8026205986
1597,-18.9413416325
1598,-18.7736562924
1599,-20.049253236
1600,-19.1802719415
1601,-18.9216426241
1602,-21.6424986661
1603,-20.4919338279
1604,-19.069319921
1605,-21.1212826438
1606,-21.0662665413
1607,-19.3837692145
1608,-19.2026893911
1609,-18.9763347188
1610,-21.9907819006
1611,-18.3876293898
1612,-18.2076245075
1613,-20.977508909
1614,-22.1300726236
1615,-21.0873535267
1616,-20.92251597
1617,-18.7119931891
1618,-18.2173539116
1619,-18.9780214935
1620,-20.8473676861
1621,-18.6425981552
1622,-20.71345714
1623,-19.4305780219
1624,-18.998103592
1625,-20.7830816875
1626,-20.16610242
1627,-19.406059378
1628,-18.421654518
1629,-21.2620890676
1630,-21.1329985454
1631,-22.298212495
1632,-19.0626179976
1633,-18.8438075907
1634,-18.605270439
1635,-21.0138376811
1636,-18.9910095732
1637,-20.4302287797
1638,-18.5404255691
1639,-20.5112970672
1640,-21.6878407545
1641,-20.782239937
1642,-19.6734625267
1643,-21.6986425311
1644,-19.1547969117
1645,-18.8876122333
1646,-19.828841748
1647,-18.8012303678
1648,-19.0951257604
1649,-18.8023909217
1650,-18.6720612402
1651,-22.334530154
1652,-19.835006119
1653,-21.1273031986
1654,-21.112015113
1655,-19.0381911885
1656,-19.6146449848
1657,-19.9743792151
1658,-18.474270618
1659,-18.777588235
1660,-21.6132015893
1661,-18.7974716784
1662,-19.3683899184
1663,-18.979935273
1664,-19.9391091414
1665,-20.1849908513
1666,-19.2496298803
1667,-22.0571716791
1668,-22.0161710066
1669,-22.2253686899
1670,-20.652770244
1671,-19.9106107938
1672,-19.1099472003
1673,-21.1485088636
1674,-20.3463205469
1675,-20.9747433158
1676,-20.9516584806
1677,-21.0432434595
1678,-21.2791945771
1679,-19.635669661
1680,-18.4764598014
1681,-19.2318195898
1682,-19.6960891484
1683,-19.6157181012
1684,-21.5134153353
1685,-20.6823227337
1686,-20.6053134626
1687,-18.3918758975
1688,-19.8781824115
1689,-22.1389497389
1690,-21.1879928762
1691,-21.230582971
1692,-18.5442709023
1693,-21.1357979954
1694,-21.8941616086
1695,-18.5953931287
1696,-19.8367242506
1697,-18.5846442094
1698,-18.923306233
1699,-21.0874273423
1700,-18.5756092103
1701,-20.6318167854
1702,-19.4469690459
1703,-18.6058233598
1704,-21.8939512079
1705,-20.8487938693
1706,-18.0964774184
1707,-19.5465900757
1708,-19.4870567643
1709,-21.904317878
1710,-21.136687188
1711,-20.8988574232
1712,-18.7328606859
1713,-21.0838443097
1714,-20.3282269593
1715,-20.9231240825
1716,-18.7304492954
1717,-18.5558992616
1718,-19.2487463456
1719,-20.6674778693
1720,-19.736316515
1721,-18.8280645561
1722,-18.597281995
1723,-20.9368779547
1724,-18.676654076
1725,-18.9199877324
1726,-19.8204947453
1727,-22.3018478511
1728,-18.2143870451
1729,-19.827938814
1730,-20.7694080562
1731,-18.3969854927
1732,-19.638320573
1733,-21.0575004857
1734,-21.6173968829
1735,-21.5928384391
1736,-20.1454712826
1737,-18.9481680021
1738,-20.6607446344
1739,-18.4810207774
1740,-21.2749937197
1741,-21.9554205301
1742,-21.0713856298
1743,-20.2479738863
1744,-18.7935540648
1745,-19.1727600869
1746,-18.2361175871
1747,-21.3472502675
1748,-20.4615466007
1749,-22.9766778917
1750,-19.5977081298
1751,-19.2756488215
1752,-20.9943377318
1753,-18.5324079263
1754,-21.3080714995
1755,-20.8380894341
1756,-21.7716120694
1757,-19.7445330992
1758,-20.1342341382
1759,-18.9408807889
1760,-19.2186219399
1761,-22.2758396276
1762,-18.9373778198
1763,-18.2119906321
1764,-19.1613603698
1765,-21.1027158447
1766,-21.6399516002
1767,-18.5199883002
1768,-18.7365815609
1769,-20.3290602733
1770,-18.4746028336
1771,-21.9436394371
1772,-20.7457469009
1773,-19.2217536075
1774,-19.3157083792
1775,-21.0682295013
1776,-19.0294635825
1777,-18.5426567146
1778,-20.9290870436
1779,-21.1127861862
1780,-21.2095307474
1781,-22.3568261501
1782,-19.3759339777
1783,-19.4554883877
1784,-21.9104376261
1785,-18.9089620911
1786,-19.464688867
1787,-19.6068921926
1788,-21.1785870602
1789,-18.3918016306
1790,-20.5159209178
1791,-18.8347784476
1792,-21.1963871659
1793,-19.3748882319
1794,-20.9628610528
1795,-19.3033689299
1796,-20.9268881666
1797,-21.1548897266
1798,-21.4198084529
1799,-19.0100987705
1800,-19.088699411
1801,-19.6197753941
1802,-19.0542552074
1803,-20.5796416408
1804,-20.2037839908
1805,-20.8702590375
1806,-21.576992222
1807,-19.7912118959
1808,-20.1890267504
1809,-18.2665227885
1810,-21.0547409317
1811,-19.2555481858
1812,-18.6771932009
1813,-19.3442567442
1814,-18.7169281311
1815,-20.8856902491
1816,-21.6348055285
1817,-21.2335192988
1818,-19.123511579
1819,-21.9488437364
1820,-21.7460560617
1821,-20.6252785806
1822,-19.4661570574
1823,-20.4918313513
1824,-21.2806862182
1825,-20.2397100689
1826,-20.6521080981
1827,-21.2262636523
1828,-19.1969180944
1829,-21.0103429744
1830,-20.1073428121
1831,-19.3747771016
1832,-18.5182724585
1833,-21.0264936494
1834,-19.2841056555
1835,-18.4801245306
1836,-21.8831026996
1837,-18.8252081939
1838,-20.6219264881
1839,-21.1128779594
1840,-18.6356943754
1841,-19.4013427244
1842,-23.0260888658
1843,-21.2117195747
1844,-21.3151673696
1845,-19.7930379637
1846,-20.6459979584
1847,-22.542564557
1848,-19.5046908433
1849,-18.6136100126
1850,-21.749227226
1851,-20.8804874251
1852,-18.9926069578
1853,-21.0763219103
1854,-22.3805264667
1855,-22.206131505
1856,-19.1062422049
1857,-21.2708771749
1858,-19.2098268408
1859,-19.8458213788
1860,-21.0608358477
1861,-20.5881060642
1862,-18.9713927895
1863,-18.5217466099
1864,-19.963546736
1865,-21.7798740953
1866,-21.5641553353
1867,-18.5274097897
1868,-19.3600551498
1869,-20.7013286717
1870,-18.4738040911
1871,-19.7522451065
1872,-19.5955131872
1873,-20.6406063992
1874,-18.9256678088
1875,-21.6023361848
1876,-20.993850875
1877,-19.9627016672
1878,-22.3132224081
1879,-18.8686291966
1880,-22.5199359615
1881,-18.4500245691
1882,-21.5587638292
1883,-20.944192427
1884,-22.390097003
1885,-21.0579254095
1886,-20.6910858793
1887,-19.0584573098
1888,-19.8119210161
1889,-19.5911150885
1890,-21.7827124362
1891,-20.0418692409
1892,-20.3758616562
1893,-18.1057956454
1894,-18.7427557686
1895,-18.8494205389
1896,-22.1593548614
1897,-22.4898290054
1898,-21.1893287225
1899,-21.0512696152
1900,-21.8483296349
1901,-19.5275825359
1902,-18.7052485896
1903,-19.9475223035
1904,-20.9082830235
1905,-19.1178789768
1906,-19.3028607942
1907,-19.4422210547
1908,-18.3124228288
1909,-18.9395178681
1910,-18.7759044972
1911,-19.573082152
1912,-19.1574541767
1913,-19.6951805857
1914,-18.4331211421
1915,-20.01142081
1916,-21.872947432
1917,-20.7884079396
1918,-20.6624732943
1919,-18.866428732
1920,-21.0864100495
1921,-21.3350705426
1922,-21.3488870783
1923,-20.5965961994
1924,-19.6551163121
1925,-18.3500191705
1926,-19.4351725679
1927,-18.3583924306
1928,-19.1136906965
1929,-21.1997553883
1930,-18.6278258382
1931,-18.9085579269
1932,-19.2811563003
1933,-20.9562383889
1934,-19.7726230762
1935,-20.5487828867
1936,-18.2116843447
1937,-20.972019483
1938,-21.047228523
1939,-21.71423469
1940,-20.1342239096
1941,-22.1431203622
1942,-19.0112116356
1943,-18.3442749319
1944,-19.1047689461
1945,-20.9223259507
1946,-18.6865149672
1947,-18.6666152743
1948,-21.4304821352
1949,-22.3078619127
1950,-19.6032385117
1951,-18.6466031596
1952,-19.2695293111
1953,-19.6801641227
1954,-18.8458117659
1955,-19.3514152877
1956,-21.7368799316
1957,-18.7750084612
1958,-20.7878267144
1959,-18.5732154569
1960,-20.0511920323
1961,-19.6589731056
1962,-20.5301718389
1963,-19.0060371779
1964,-21.2726412137
1965,-18.9492747
1966,-20.6039255312
1967,-18.8726843246
1968,-20.9352138816
1969,-21.1724693354
1970,-19.3107916061
1971,-20.7960536114
1972,-18.838518481
1973,-18.3511782488
1974,-20.6065478363
1975,-19.761378508
1976,-22.0779753367
1977,-19.2187542795
1978,-19.9264620864
1979,-21.2037504819
1980,-20.8868753679
1981,-20.4982485803
1982,-19.719359574
1983,-18.7948758322
1984,-18.7020482415
1985,-19.8753642425
1986,-18.3678298365
1987,-19.1562747532
1988,-19.0590102582
1989,-18.4968588386
1990,-20.8357549422
1991,-21.1198735383
1992,-19.1910936627
1993,-21.3240359746
1994,-19.7205689048
1995,-21.2730434077
1996,-21.4280650656
1997,-18.7785868865
1998,-21.9084963493
1999,-23.064501256
2000,-21.7279667506
