episod,total_reward
618,0.181272237337
619,1.55873386732
620,0.442929140284
621,-0.890704417097
622,-0.299346960663
623,0.693486486776
624,-0.43144477538
625,-1.16025796913
626,3.65430241382
627,-1.209918524
628,-0.618823773762
629,1.61366926253
630,1.31011793354
631,0.435035093263
632,0.493656935492
633,-0.499936576563
634,0.221032609596
635,3.66131308977
636,-0.339770300404
637,1.35187159825
638,4.1663763687
639,0.673162527028
640,0.610253479251
641,-2.41310442199
642,4.74922379173
643,10.8907998913
644,0.866381127271
645,5.7036542155
646,5.76981105961
647,0.628931918488
648,4.19269906254
649,12.6991918223
650,9.45524618993
651,0.440292694344
652,-2.71916349134
653,0.818439842449
654,-6.01978901408
655,-4.13438252196
656,3.07926053491
657,3.48373165313
658,-1.45901999057
659,-3.27483106709
660,-5.58716454101
661,-11.5752977501
662,2.92369853692
663,-2.87880282096
664,-17.500313791
665,-54.2905722152
666,-1.64230281894
667,-1.20444272009
668,-45.2059580998
669,-12.5491134241
670,-50.7313743895
671,-65.0771440355
672,-197.139438243
673,2.58283459509
674,9.79563114936
675,-160.474620972
676,-181.088734717
677,-190.198480301
678,-101.457164392
679,4.30937615292
680,-199.561560657
681,-147.880508216
682,2.84644430657
683,8.40665719826
684,1.04136723779
685,-0.665345099112
686,-7.58463990557
687,-24.7643229007
688,-7.27281566862
689,-68.3692626886
690,-21.2970501039
691,-39.6981908332
692,-53.6792082294
693,-21.1953893848
694,-17.7444115893
695,-28.4042091909
696,-45.5237689601
697,-17.1586913972
698,-20.4874867762
699,-149.661801087
700,-22.1972436622
701,-86.7832029041
702,-109.866958202
703,-91.3412960958
704,-60.7519162922
705,2.37632920548
706,-145.372196494
707,-7.93399598883
708,-15.0290238085
709,-10.9341751618
710,-17.8412226111
711,-62.0469429338
712,-56.7658502602
713,-22.9981796401
714,-42.7128630427
715,-20.6750001482
716,-80.1959006334
717,-25.5430992641
718,-36.5011056358
719,-105.052390331
720,-35.4554713332
721,-21.9431755106
722,-18.0227394157
723,-1.81160515442
724,-109.047540577
725,-47.1235983739
726,-9.85366738912
727,-12.2459405136
728,-20.998988152
729,-41.7324968656
730,-4.52775904729
731,-16.3673426938
732,-77.4878391639
733,-6.70405694174
734,-44.0316323645
735,-142.855195464
736,-201.385700558
737,-213.240450145
738,-6.36631898802
739,-13.233980181
740,-200.856858445
741,-157.683584345
742,5.77268160956
743,-78.0767868425
744,8.40371162963
745,-164.512113254
746,-23.6764540577
747,-214.156253533
748,-52.3165794062
749,-66.4972525348
750,-22.0086051138
751,-40.0418156417
752,-19.1795276005
753,-21.1022153566
754,-21.6672641502
755,-21.2199870514
756,-37.1409322622
757,-80.416102238
758,-21.4521644619
759,-13.9000639606
760,2.66672418897
761,-6.18251931266
762,17.1831958608
763,17.1181727314
764,-12.1373275381
765,22.7461345025
766,-4.20928854424
767,-12.4135748914
768,-2.0216338715
769,-11.7344352579
770,-2.19502007571
771,-3.50709849253
772,-5.84175936155
773,-3.99560678007
774,-10.5679045948
775,-22.8464515018
776,-19.6963181248
777,-3.47046205884
778,-3.38006458668
779,-21.3973408532
780,2.00455623087
781,-3.63794147943
782,-19.0810462235
783,5.00337224552
784,-18.7234274362
785,-22.3184811395
786,-4.87409794682
787,-8.08022759745
788,-11.1079563971
789,-3.71952355563
790,-8.55372378041
791,-16.3440198587
792,-26.5900987
793,-15.8026079127
794,-8.69016665961
795,-20.47971767
796,-22.105894919
797,-25.863711194
798,-62.5772965532
799,-18.0262860224
800,-19.0598212531
801,-24.7125842266
802,-13.8051816726
803,-6.66799329468
804,-2.9105779289
805,-7.53117037934
806,-31.0608457211
807,-13.8969140189
808,-24.0530643371
809,-21.0248868023
810,-22.9700207555
811,6.07830183728
812,-10.2734255648
813,0.196463866781
814,-14.7950178574
815,-22.8443844894
816,-29.8935489621
817,5.79031061259
818,0.0993799668495
819,-7.1368378783
820,-19.6845510673
821,-21.7462732244
822,2.82934258274
823,-21.1307629255
824,-14.9663867553
825,1.7254732873
826,-21.248762635
827,-18.834584264
828,-14.6439103592
829,-5.32478991594
830,-21.0554090312
831,-10.274925369
832,0.259268598478
833,-20.4422490898
834,-21.281283352
835,-25.8758932054
836,-19.9272315928
837,1.09611803585
838,1.55587658683
839,-18.5919177428
840,-8.27307721924
841,-2.52027895408
842,-15.6579707874
843,2.48759336142
844,1.33748132528
845,-29.0290795971
846,0.223239233916
847,-21.8067314176
848,-19.5210376921
849,-18.6995489124
850,-0.574794771518
851,1.7570032971
852,-19.0314684229
853,3.7785502304
854,-19.7008203093
855,1.52584407144
856,-0.463492947907
857,-0.349442738895
858,-18.4617421945
859,-24.8083390594
860,-29.530238282
861,-14.1751391107
862,-9.66253168811
863,-14.3321124192
864,-12.0562995226
865,4.86239918311
866,-19.1852162606
867,-9.95662660462
868,-27.8483646783
869,-23.3954282857
870,-21.802271807
871,-13.6363429273
872,-20.0922144862
873,-18.8659910363
874,-15.7687989567
875,-20.581798962
876,-25.7693188998
877,2.39265763885
878,-12.0174587829
879,-8.74189983765
880,-9.35723571029
881,-19.2599827464
882,1.23662044287
883,-12.9698829775
884,3.03528154307
885,-21.0638092892
886,-1.07624771884
887,-21.1426296602
888,-22.2477280275
889,-12.2770111025
890,-0.102728107465
891,-4.86452746307
892,-10.9690528357
893,5.62790088677
894,-21.7222621729
895,-19.5263564777
896,-20.9509889454
897,-19.343255597
898,-13.284416473
899,-10.4304020584
900,-55.022186796
901,-20.7005236212
902,-29.3392159165
903,-14.025284583
904,-22.5511511132
905,-15.3932795638
906,-6.25401619627
907,-44.1474647314
908,-21.5102921683
909,-9.85847721769
910,-25.1578541727
911,-30.8459224972
912,-26.4075433517
913,-57.0351754371
914,-20.0988977114
915,-19.0826051946
916,-22.8102158778
917,-10.6347595262
918,-31.7175484367
919,-9.74685280666
920,-21.4269812128
921,-12.9442952702
922,-20.3700778684
923,-13.028027274
924,-10.4411956388
925,-11.7684237034
926,-11.0387211153
927,-13.4703698087
928,-9.89263924542
929,-13.3172318435
930,-24.6099276762
931,-15.9767905631
932,-14.8876931478
933,-24.5762182637
934,-46.3484442977
935,-24.01844216
936,-20.2854488343
937,-21.1260436602
938,-21.1415474117
939,-22.2635131304
940,-18.7582029684
941,-25.5200659223
942,-34.6418308497
943,-7.73832102522
944,-5.9361409207
945,4.31792607787
946,-15.7708481976
947,-5.34704303032
948,-8.49689107082
949,-8.7955184313
950,-6.92952642043
951,-9.17124058438
952,-11.6938396818
953,-2.32810712657
954,-9.61592873113
955,4.98222702161
956,2.44060607655
957,-7.08953381998
958,-3.5393035344
959,-14.8386184388
960,-0.0821255197636
961,-8.37477007461
962,-6.70258582999
963,-10.5730956711
964,-0.626665589334
965,-10.4430894075
966,1.64420031828
967,-8.05552734971
968,-2.70730589186
969,-3.02444518616
970,-13.6445199368
971,-14.1459485176
972,-164.906418943
973,-166.468182252
974,-165.710497832
975,-167.591768879
976,-167.641200489
977,-165.331107112
978,-164.971145927
979,-167.231181692
980,-167.410258078
981,-168.358115247
982,-12.8741460421
983,1.4794948121
984,-6.9511328706
985,-4.19852486521
986,-17.1042343531
987,-9.75785192418
988,-156.048440763
989,-162.881768773
990,-165.338121143
991,-161.950708942
992,-56.9083725778
993,-39.749980615
994,-90.3255784502
995,-97.165112056
996,-18.225671163
997,-17.9657850246
998,-29.9524937587
999,-21.3517853726
1000,-21.2838729496
1001,-24.7659034511
1002,-25.9476357753
1003,-18.736091921
1004,-45.5155801136
1005,-19.6590437882
1006,-10.0508406097
1007,-33.3794996181
1008,-18.2213082553
1009,-16.4978372673
1010,-21.0122449249
1011,-17.2267250896
1012,-38.2513894286
1013,-25.4960301808
1014,-17.0723074908
1015,-17.4413380021
1016,-5.76963115458
1017,-12.425820511
1018,18.2383573346
1019,-2.8530537784
1020,-0.583242655499
1021,8.0337531734
1022,1.38118268225
1023,7.81197604914
1024,6.97265096918
1025,-10.8697132771
1026,-10.9337597355
1027,2.52321248671
1028,5.41426438207
1029,19.4119808289
1030,3.27079856754
1031,-0.384624146388
1032,0.595818369914
1033,-15.9595215449
1034,-19.0024254959
1035,-6.36883233622
1036,-4.54008547072
1037,-2.45314968982
1038,-23.1901852413
1039,-50.2636526103
1040,-13.3361248622
1041,-23.0519453609
1042,-1.03323337958
1043,-8.89540680826
1044,-32.3741884575
1045,-28.809840489
1046,-47.9049736049
1047,-14.0338998012
1048,-37.2910894896
1049,9.76703979593
1050,-25.0733400777
1051,-39.1691249097
1052,-27.422149932
1053,-19.262796744
1054,-19.3585167688
1055,-54.4687640386
1056,-24.415899394
1057,-26.1006181281
1058,-19.0750725063
1059,1.83072599589
1060,-7.76718538866
1061,-4.1699641954
1062,0.831474771164
1063,-16.6457193559
1064,-18.39245498
1065,-3.44376669813
1066,-41.5851142892
1067,-16.2152978027
1068,-17.0868476139
1069,2.5604284192
1070,1.46119608667
1071,6.10648217129
1072,-18.0471902033
1073,-3.44556911238
1074,-2.18502903078
1075,-5.08830318096
1076,0.805165792578
1077,4.0430229461
1078,8.34128472293
1079,6.18673622038
1080,14.7055500635
1081,6.35277770942
1082,-22.9541180688
1083,-5.53755892032
1084,5.23782425867
1085,-43.3611911707
1086,1.02416101337
1087,-2.62698142526
1088,2.68274851963
1089,-11.2728682764
1090,-3.88317716589
1091,11.6918677927
1092,-15.3856572155
1093,-14.7979691342
1094,10.4697099205
1095,8.6178128046
1096,9.91556171568
1097,14.0841736986
1098,-3.00577855985
1099,-26.8782878762
1100,-36.12749021
1101,-25.2061728859
1102,-32.4788709993
1103,-26.5427201946
1104,-31.198219384
1105,-31.411876425
1106,-36.4176412417
1107,-43.6433318462
1108,-22.1985115889
1109,-21.3710344152
1110,-16.4317876988
1111,-31.0136436423
1112,-21.4311325204
1113,-20.84211257
1114,-21.6687809544
1115,-21.1479249486
1116,-19.6539961809
1117,-18.4431887247
1118,-18.0574685206
1119,-19.3015832234
1120,-18.1822952346
1121,-17.9457876141
1122,-18.7631133344
1123,-19.3545444214
1124,-22.5692780071
1125,-21.6392818923
1126,-20.6467872321
1127,-19.6210370834
1128,-18.722930202
1129,-20.9155835352
1130,-21.1044434968
1131,-17.8569637849
1132,-17.8780841245
1133,-20.9592153747
1134,-20.2072229204
1135,-20.9687280964
1136,-19.5510803939
1137,-23.0721710678
1138,-21.0146085183
1139,-21.1386949632
1140,-19.7024095719
1141,-20.3932052468
1142,-19.2920305966
1143,-21.1312384134
1144,-21.4316718934
1145,-21.5649298624
1146,-21.0974802222
1147,-19.3512717224
1148,-20.9922333948
1149,-18.6372899941
1150,-18.9301955429
1151,-22.0356164575
1152,-21.2718483287
1153,-21.292556463
1154,-19.0709417521
1155,-19.2610588142
1156,-18.5900324155
1157,-19.2016440749
1158,-20.9826386383
1159,-18.8525745033
1160,-21.3187741724
1161,-19.0097021851
1162,-19.4859640649
1163,-18.6419043272
1164,-19.5356106795
1165,-18.5241655643
1166,-21.527769765
1167,-19.2782099474
1168,-21.4209988953
1169,-21.6442682831
1170,-19.1592041355
1171,-18.6085450747
1172,-21.320391081
1173,-19.5549391077
1174,-19.571609276
1175,-21.5406919069
1176,-19.7434701123
1177,-20.5916054321
1178,-19.0800501596
1179,-21.5196132868
1180,-19.323395836
1181,-18.8942508825
1182,-19.2975526881
1183,-20.6500456509
1184,-19.0694433235
1185,-18.818728549
1186,-20.0139838851
1187,-21.1219490669
1188,-20.3463251346
1189,-20.9942561279
1190,-20.3377654414
1191,-19.4764628634
1192,-20.7521795464
1193,-18.9411379169
1194,-19.7914278816
1195,-19.6673860018
1196,-19.3190027962
1197,-21.4466873967
1198,-22.0134783644
1199,-20.8316936047
1200,-20.16933388
1201,-21.5455785348
1202,-21.2259264369
1203,-19.6923358149
1204,-20.622038643
1205,-22.2491373099
1206,-19.5501033796
1207,-19.2585009685
1208,-19.245594879
1209,-19.3442410032
1210,-22.3110787546
1211,-22.2891864272
1212,-18.2529348276
1213,-19.1733038298
1214,-19.250203887
1215,-18.3464677575
1216,-19.6903009196
1217,-20.1595702792
1218,-18.4926411659
1219,-19.6183270482
1220,-18.8880767422
1221,-18.1777104069
1222,-21.9223911256
1223,-19.4084127873
1224,-18.4340505496
1225,-21.8539798483
1226,-19.2448956106
1227,-20.1051627455
1228,-18.9476060954
1229,-18.3191088069
1230,-20.6509187945
1231,-19.3267021773
1232,-20.2611160954
1233,-21.2119229573
1234,-19.5297787521
1235,-21.0455134883
1236,-19.8602869827
1237,-19.7450441062
1238,-21.2154120354
1239,-18.6159733409
1240,-19.41917618
1241,-19.1913226396
1242,-21.3448653749
1243,-21.6002859046
1244,-20.6547144969
1245,-21.6089780297
1246,-21.5524283418
1247,-19.8930015533
1248,-20.891645331
1249,-18.5303188069
1250,-18.5645014639
1251,-21.0333962855
1252,-22.1103699949
1253,-18.541496494
1254,-18.769366861
1255,-20.8140158437
1256,-19.2334321654
1257,-21.3016384664
1258,-22.1398020923
1259,-20.3623224681
1260,-21.4696423611
1261,-19.7373437859
1262,-21.8345885638
1263,-18.3228299338
1264,-18.7222679203
1265,-19.2119074049
1266,-20.7818260128
1267,-22.3442948391
1268,-20.3192718818
1269,-22.3467274582
1270,-21.983452696
1271,-20.6467053777
1272,-21.1457352709
1273,-19.1465248599
1274,-21.5667375921
1275,-18.609508765
1276,-19.361677974
1277,-18.6084713372
1278,-21.0795936975
1279,-19.0491080914
1280,-21.9660993621
1281,-18.8661068077
1282,-21.9783360788
1283,-19.2832099481
1284,-19.9434152158
1285,-22.2915529446
1286,-19.2443438702
1287,-22.6319533202
1288,-21.7085938437
1289,-22.0746184224
1290,-21.236532946
1291,-19.2141625382
1292,-20.4309842311
1293,-18.8052096861
1294,-21.1648677394
1295,-19.0858705297
1296,-21.5100075176
1297,-18.6777274648
1298,-20.8654352324
1299,-18.9344504619
1300,-20.0906297814
1301,-19.8538660704
1302,-18.2079006782
1303,-20.9775787796
1304,-18.3269547162
1305,-18.5682077335
1306,-19.6002403943
1307,-19.2756597183
1308,-20.3063452595
1309,-19.0485261673
1310,-18.5887477518
1311,-20.6142585592
1312,-18.7502749418
1313,-21.8015219441
1314,-20.491586415
1315,-22.2937118376
1316,-23.5295420647
1317,-19.2120374768
1318,-19.4471174088
1319,-18.4821109103
1320,-20.4094842398
1321,-22.9353101979
1322,-21.3909056561
1323,-21.7004998432
1324,-19.1890531842
1325,-19.7161856416
1326,-20.2648003876
1327,-20.9849836363
1328,-18.4783405216
1329,-19.0031689241
1330,-19.54806646
1331,-19.0379307988
1332,-21.8127308791
1333,-21.459965703
1334,-19.7827626366
1335,-19.0552294609
1336,-19.0711769651
1337,-20.1950998963
1338,-18.7999504053
1339,-18.3421394455
1340,-20.1756599857
1341,-19.3642232483
1342,-18.288265131
1343,-18.8738716449
1344,-20.6352358852
1345,-18.941072771
1346,-20.4379284727
1347,-20.4898110541
1348,-18.5630706084
1349,-21.1760732952
1350,-18.3974758282
1351,-22.1835897867
1352,-20.8736002166
1353,-19.0888120142
1354,-20.8859974111
1355,-21.2668337093
1356,-21.3039633108
1357,-20.6814815824
1358,-22.1191722416
1359,-19.3395198316
1360,-18.3419117881
1361,-18.8036780867
1362,-18.9956206372
1363,-21.4077696782
1364,-18.7248259346
1365,-18.4298516336
1366,-20.8691487205
1367,-18.4493768174
1368,-19.4340720074
1369,-19.4982433106
1370,-18.987253766
1371,-18.7256060441
1372,-21.7933579679
1373,-22.3196778187
1374,-20.3869447098
1375,-21.3591570163
1376,-18.5611418991
1377,-18.7932626879
1378,-21.049885358
1379,-21.0178118136
1380,-21.6534679936
1381,-18.4146454942
1382,-19.5052321928
1383,-21.2362848983
1384,-21.3508299967
1385,-18.4511840011
1386,-21.0724617096
1387,-20.6392169711
1388,-18.6284898155
1389,-18.3052613975
1390,-21.9594225437
1391,-20.7554921742
1392,-22.2006181966
1393,-21.2303574672
1394,-20.7103525696
1395,-18.6438127846
1396,-18.9188430809
1397,-21.0373732292
1398,-19.2152985671
1399,-19.0024541144
1400,-18.6568826107
1401,-19.1601458944
1402,-18.9683085673
